3.024575603808087876e-01,2.023245743797676827e-02,-1.086667923480793066e-02,8.305077897579032919e-03,-2.714551309420536879e-03,-3.721191413656511383e-03,-8.324813958918869140e-04,-1.636378016474904738e-03,-6.875173026375855487e-05,4.211847823623024499e-05,-8.512184366880806707e-02,1.097134072900266127e-01,4.866375816797766617e-04,2.263298048276771515e-02,4.839578854962049703e-03,4.330573777494804537e-03,-7.834346609789150009e-04,4.423501899403819364e-04,-7.449680263088824137e-04,-1.328089328882853042e-04
2.999072945556369163e-01,3.710966738422058486e-02,-1.016119837574583351e-02,1.472223883026177287e-02,-8.551096689958083072e-03,-5.435156044820505829e-03,-3.313287617052410191e-04,-1.321389423113957136e-03,4.954486027252945910e-04,-1.253615375293529493e-05,-1.576294562791643109e-02,1.316415569289149379e-01,-2.714097605153543979e-03,2.429110795740837755e-02,-1.244843510092775562e-03,1.861587680919778512e-03,2.416750607446846520e-04,4.221747949250427697e-04,-2.898439836905650625e-04,-1.419212424737700514e-04
2.976999127735426298e-01,1.179443975412491560e-02,-2.193242179958421190e-02,-1.306959779341820361e-03,-1.005928520336041819e-02,-5.400650995562007728e-03,3.825282073386088275e-04,-1.537146406606824250e-03,6.989546574402710636e-04,6.000534151915094377e-05,-3.009912135528677868e-02,1.297775387172251382e-01,-1.389511714616279391e-02,1.031083153174684741e-02,-1.417040404771758699e-03,2.888115930439476026e-03,2.691455661802275782e-04,3.963395233422461138e-04,-2.467821381909690538e-04,-2.202175760587625768e-04
2.522531359613868762e-01,1.446428795364657072e-02,-1.180044449095278038e-02,1.148681782379945386e-02,-3.382459618893505875e-03,-2.665883569160405839e-03,-1.459540824207482702e-03,-1.553565281871415989e-03,-2.124931845401622176e-04,4.951723878487810813e-05,-7.464754660234365624e-02,9.562463735055008740e-02,-3.543564511224228230e-03,2.261539717974091895e-02,7.031177819603393400e-03,5.380218160515136752e-03,-1.068236091506014973e-03,5.240959149427442103e-04,-7.247526216772003354e-04,-1.295363764664824466e-04
2.000653239892143387e-01,-2.862812606232949600e-02,-3.325186624494211318e-02,4.241019071457429877e-04,-5.541416533681955796e-03,-2.772534076259398645e-03,-2.021821984925990627e-03,-1.628916822486922537e-03,-4.598031117014152094e-04,1.309462101988089909e-04,-7.561692773750861019e-02,9.024769804113601246e-02,-2.018525254251882922e-02,1.159471791936696194e-02,4.118864798002867637e-03,5.445062786311853816e-03,-1.658343123502989142e-03,4.721323301909788328e-04,-9.526545329106245272e-04,-1.727761600278820595e-04
2.032697637442846539e-01,-2.033985840630099518e-02,-2.942201454308025071e-02,-9.137054077000571206e-03,-1.105758725361697704e-02,-3.527081125766029588e-03,-1.931347693806083256e-03,-1.619394257414664799e-03,-4.620974792394999357e-04,1.322486672066808938e-04,-7.543223742388535658e-02,9.654548023514143706e-02,-1.858523960665984034e-02,4.450622683575227237e-03,-2.577684460168808340e-04,4.959835795910352493e-03,-1.551864699851096150e-03,4.195391587741024498e-04,-9.610265710386227704e-04,-1.730872933173716033e-04
2.414461681553704275e-01,-1.675093599628472638e-02,-2.636010220953471234e-02,1.368576001605842016e-02,6.242969478194690565e-04,-2.042011511246531914e-03,-2.906807151907447092e-03,-1.761156551111284045e-03,-9.457252605330058841e-04,7.897427879271365293e-05,-9.483905406111060865e-02,1.010799970101074613e-01,-1.258568898174029262e-02,2.370096937294536785e-02,9.996112497284756482e-03,5.962227413643624192e-03,-2.423077484397322644e-03,5.348892234006064799e-04,-1.362848648320501722e-03,-6.988647273712016226e-05
2.633589325964518224e-01,-4.997977880398899418e-03,-1.348753298478132939e-02,1.476201955611384196e-02,-8.029557272048031338e-03,-5.454912617400942132e-03,-1.814435406291644085e-03,-1.386898139764956460e-03,-3.678894222801640571e-04,2.955159916229667967e-07,-6.551065988403745322e-02,1.133070538550980944e-01,-3.399153774291976265e-03,2.467323600505660908e-02,5.041875638570481998e-04,2.077480493527290254e-03,-9.755276992515842741e-04,4.335746385233432416e-04,-9.322591607132153660e-04,-6.296128356396511055e-05
2.862336851657134584e-01,3.016345748164690754e-02,-2.702820332310574766e-02,5.453340635491961234e-03,-2.530013385048866716e-03,-2.680322954595829206e-03,-6.801483069721946193e-04,-1.601855947785605760e-03,2.268216432631427464e-04,-2.579721091822057342e-06,-2.622407633986774747e-02,1.262224428309315916e-01,-1.773227949065262973e-02,1.512858665864690207e-02,5.505114628955037545e-03,5.222512458482097240e-03,-5.286390055992352868e-04,4.576121676662048493e-04,-3.757173022155801110e-04,-1.208033933560738032e-04
2.537132148425205180e-01,1.452778534963739855e-02,-1.335260639005904533e-02,-1.286956993691435900e-03,-4.996045932854484804e-03,-2.163369583344786594e-03,-9.055720982093964488e-04,-1.699123510635613087e-03,9.684388402800901037e-06,-1.068001473453131635e-06,-7.013562305726049606e-02,1.111102408245056711e-01,-8.613481000518204058e-04,9.870489425945799117e-03,4.739952492546860470e-03,6.455236223109424645e-03,-9.050196862879643540e-04,4.106814329636777482e-04,-6.020761648056932895e-04,-9.506528420502390704e-05
