3.024575603808087876e-01,2.023245743797676827e-02,-1.086667923480793066e-02,8.305077897579032919e-03,-2.714551309420536879e-03,-3.721191413656511383e-03,-8.324813958918869140e-04,-1.636378016474904738e-03,-6.875173026375855487e-05,4.211847823623024499e-05,-9.219262050668076969e-02,1.203492092907919864e-01,-1.017348591737589694e-02,3.188018035028684222e-02,-1.800051628873733248e-03,8.278974986179906542e-03,-3.392475346746104316e-03,1.445648358553464378e-03,-1.439624961683242613e-03,-1.091095422370172381e-04
2.999072945556369163e-01,3.710966738422058486e-02,-1.016119837574583351e-02,1.472223883026177287e-02,-8.551096689958083072e-03,-5.435156044820505829e-03,-3.313287617052410191e-04,-1.321389423113957136e-03,4.954486027252945910e-04,-1.253615375293529493e-05,-2.229278485910259761e-02,1.396061610542232712e-01,-1.413078888994139144e-02,3.176676105271672435e-02,-1.115193331283097222e-02,6.237835951917502890e-03,-5.514663157266857033e-03,1.584616662664949452e-03,-2.513285685169057860e-03,-3.868044560822368288e-05
2.976999127735426298e-01,1.179443975412491560e-02,-2.193242179958421190e-02,-1.306959779341820361e-03,-1.005928520336041819e-02,-5.400650995562007728e-03,3.825282073386088275e-04,-1.537146406606824250e-03,6.989546574402710636e-04,6.000534151915094377e-05,-3.884818083053465793e-02,1.389300643715637440e-01,-2.957360408384697437e-02,1.828854647880780171e-02,-1.356027717928717964e-02,6.748980891465469062e-03,-6.483957458958640452e-03,1.482034644812203544e-03,-2.924371887832692609e-03,-8.610826791133444373e-05
2.522531359613868762e-01,1.446428795364657072e-02,-1.180044449095278038e-02,1.148681782379945386e-02,-3.382459618893505875e-03,-2.665883569160405839e-03,-1.459540824207482702e-03,-1.553565281871415989e-03,-2.124931845401622176e-04,4.951723878487810813e-05,-7.802655536384342505e-02,1.026865709957508477e-01,-8.479818855145485751e-03,2.862916451384099267e-02,4.269254011217017003e-03,7.912846507757033757e-03,-1.609951642933009656e-03,1.164590224791216310e-03,-6.539055180399550981e-04,-1.480107323161616102e-04
2.000653239892143387e-01,-2.862812606232949600e-02,-3.325186624494211318e-02,4.241019071457429877e-04,-5.541416533681955796e-03,-2.772534076259398645e-03,-2.021821984925990627e-03,-1.628916822486922537e-03,-4.598031117014152094e-04,1.309462101988089909e-04,-7.532818069589664045e-02,9.639683150345396134e-02,-1.943942075172213485e-02,1.644818032909860575e-02,5.612754618849317458e-03,7.292834293092758172e-03,4.819362977100208356e-04,1.080586882864021606e-03,2.807410963042795884e-04,-2.702559205189552843e-04
2.032697637442846539e-01,-2.033985840630099518e-02,-2.942201454308025071e-02,-9.137054077000571206e-03,-1.105758725361697704e-02,-3.527081125766029588e-03,-1.931347693806083256e-03,-1.619394257414664799e-03,-4.620974792394999357e-04,1.322486672066808938e-04,-7.509556018496060803e-02,1.030153761974620802e-01,-1.810304163505992506e-02,9.450561158246490248e-03,1.343480720233278160e-03,7.015762160986498477e-03,2.797693836502467414e-04,1.206535463389253084e-03,3.648845099577104978e-04,-2.718274263124800935e-04
2.414461681553704275e-01,-1.675093599628472638e-02,-2.636010220953471234e-02,1.368576001605842016e-02,6.242969478194690565e-04,-2.042011511246531914e-03,-2.906807151907447092e-03,-1.761156551111284045e-03,-9.457252605330058841e-04,7.897427879271365293e-05,-9.452120795472497561e-02,1.089375700828438959e-01,-1.101358337617220490e-02,3.009963327079913376e-02,1.243454650617988218e-02,7.858654839461234540e-03,1.167043689149318544e-03,7.683913984169945957e-04,5.489237833439060063e-04,-2.021014936445232298e-04
2.633589325964518224e-01,-4.997977880398899418e-03,-1.348753298478132939e-02,1.476201955611384196e-02,-8.029557272048031338e-03,-5.454912617400942132e-03,-1.814435406291644085e-03,-1.386898139764956460e-03,-3.678894222801640571e-04,2.955159916229667967e-07,-6.970060483156627351e-02,1.235008779903361276e-01,-9.480117866477765984e-03,3.286168179896491182e-02,-3.669767692516190654e-03,6.316958718293159449e-03,-2.079626936923596216e-03,1.441919410214971206e-03,-7.503600353156929074e-04,-9.506045617859572663e-05
2.862336851657134584e-01,3.016345748164690754e-02,-2.702820332310574766e-02,5.453340635491961234e-03,-2.530013385048866716e-03,-2.680322954595829206e-03,-6.801483069721946193e-04,-1.601855947785605760e-03,2.268216432631427464e-04,-2.579721091822057342e-06,-3.081685250343525750e-02,1.336101360992678622e-01,-2.691653541492513083e-02,2.214902205612845343e-02,-1.447159695318247369e-03,8.041695048085717445e-03,-3.368521127519295225e-03,1.377987321588433839e-03,-1.768314458782474898e-03,-6.958386099834408750e-05
2.537132148425205180e-01,1.452778534963739855e-02,-1.335260639005904533e-02,-1.286956993691435900e-03,-4.996045932854484804e-03,-2.163369583344786594e-03,-9.055720982093964488e-04,-1.699123510635613087e-03,9.684388402800901037e-06,-1.068001473453131635e-06,-7.401995244880338332e-02,1.190318971730151554e-01,-7.705558668129191234e-03,1.673235457652830910e-02,1.109659762306656637e-03,9.158264335542081261e-03,-2.529354930678282421e-03,1.616149776857948514e-03,-9.852023944215363566e-04,-9.991336994228655209e-05
